source,headline,sentence
AJ_PAL,‘Israel will keep invading – with more ease’: Gaza dreads Trump presidency,"Since the war on Gaza began in October last year, Democratic President Joe Biden has been unwavering in his support of Israel, continuing to sendmilitary aidand reaffirming Israel’s “right to protect itself”."
AJ_PAL,"Israel and Hamas reach Gaza ceasefire deal, what are the next steps?",At least 80 Palestinians have been killed in Israeli air raids since the ceasefire deal was announced on Wednesday.
AJ_PAL,US Election 2024,"Around that time,NBC News— citing anonymous officials — reported that Harris would have taken a more forceful stance against the war if given the chance by the White House."
AJ_PAL,"Patients, staff trapped in Gaza’s Kamal Adwan Hospital amid Israeli siege",He warned that the hospital could become a mass grave as one patient was dying every hour as a result of the Israeli military assault.
AJ_PAL,Ismail Haniyeh assassination: How will Iran respond?,"Iran and Israel have been engaged in a shadow war for many years, but the situationhas significantly escalatedinto open conflict since the start of the war on Gaza, leaving the door open for another potential direct Iranian attack on Israel."
AJ_PAL,US Election 2024,"“It’s unfortunate that the people meeting with them believe after one year of our people getting massacred that these fake meetings are still going to do it.”



The Biden administration and campaign – before he dropped out of the presidential race – also heldsimilar meetingsthat failed to improve his standing among Arab and Muslim Americans or quell the outrage over his support for the war on Gaza."
AJ_PAL,Smotrich dreams of Israel annexing the West Bank – is he doing it?,"Since he entered government, Smotrich has pushed openly for more Israeli settlements in the occupied West Bank – illegal under international law – as steps towards annexation."
AJ_PAL,‘Public execution’: The Israeli checkpoint terrorising a Palestinian town,"Abu Halaweh says two people have been killed and three seriously injured at the checkpoint since it was set up – and violent incidents have increased since Hamas’s October 7, 2023, attack on southern Israel, and Israel’s subsequent war on Gaza."
AJ_PAL,"Israel has encroached on 32 percent of Gaza, Al Jazeera investigation shows","More than 36,000 Palestinians have been killed since October 7, already more than double the number killed during the years 1947-1949."
AJ_PAL,"Returning to Gaza, a stranger in my own city","At the hospital, my memories jolted back to Al-Aqsa Martyrs Hospital in Deir el-Balah where hospitals became journalists’ only refuge – the only places with electricity and internet since the war began."
AJ_PAL,Israeli army’s Jenin raid enters 2nd month; mass displacement in West Bank,"Humanitarian officials say they have not seen such displacement in the West Bank since the 1967 Middle East war, when Israel captured the territory west of the Jordan River, along with East Jerusalem and the Gaza Strip."
AJ_PAL,‘Taking sides’: The international activists for Palestine Israel targets,"It’s also a very human message, person to person, for people’s morale to really know that they’re not alone.”
Foreign activists have continued going to Palestine, even after Israeli forces launched a deadly raid on a humanitarian flotilla seeking to break Israel’s naval blockade of Gaza in 2010."
AJ_PAL,Israeli military expands evacuation order for Gaza’s battered Khan Younis,"The Israeli military has killed at least 39,258 Palestinians in the Gaza Strip since the start of the current conflict in October, with at least 90,589 people wounded and thousands missing, according to the Health Ministry."
AJ_PAL,How Trump took credit for the Gaza ceasefire – and then let it unravel,"But since Trump’s proposal was met with overwhelming international rejection, the US president allowed Israel to “resume this frightening scale of violence” against Palestinians, Ruebner said."
AJ_PAL,"Is­rael’s war on Gaza: List of key events, day 156","Israeli strikes on Nuseirat refugee camp: At least 13 killed in attack on residential homes
Here’s how things stand on Sunday,March 10, 2024:
Follow Al Jazeera English:
Use precise geolocation data."
AJ_PAL,"‘Appalling’: ICC president says threats, sanctions put court in jeopardy","The president of the International Criminal Court (ICC) has warned that attacks on the tribunal, which have come largely from Washington and Moscow, “jeopardise its very existence”."
AJ_PAL,"US approves bombs, jets for Israel amid threat of offensive in Gaza’s Rafah","While Washington is publicly pressuring Israel to “dial back” itswar in Gaza, its policy moves are sending an entirely different signal, Marc Owen Jones, associate professor of Middle East studies at Hamad Bin Khalifa University, told Al Jazeera."
AJ_PAL,Bill Clinton criticised for saying Israel ‘forced’ to kill Gaza civilians,"Since Israel’s war on Gaza broke out, Israeli forces have killed more than 43,000 people in the Palestinian enclave, themajority women and children."
AJ_PAL,‘Part of me is missing’: How Israel’s war on Gaza tears spouses apart,"As Doaa’s heart aches to see her husband soon, she also mourns their beautiful home, lost to Israeli raids."
AJ_PAL,Pro-Palestine protesters scale roof of Australia’s Parliament House,"Since the war began, Australia has been the site of several pro-Palestine protests, including weekly demonstrations in major cities and a months-long occupation of university campuses."
AJ_PAL,Israel notifies UN of ending ties with UNRWA amid warning of famine in Gaza,"Meanwhile, UN officials say Israeli forces have killed more than 130 of their workers in a year in Gaza – the largest such toll in any conflict since the global body was founded."
AJ_PAL,"Israel bombs Gaza school, killing 30 Palestinians as truce talks continue","“These clinics and medical points are often the only lifeline for many civilians.”
At least 38,243 people have been killed and 88,243 wounded in Israel’s war on Gaza since October."
AJ_PAL,"Israel’s war on Gaza: List of key events, day 154","As the world celebrates International Women’s Day, Gaza’s Health Ministry provided an update on the challenges facing women in the Gaza Strip."
AJ_PAL,US foundation eyes takeover of Gaza aid,"The plan was met by sharp criticism from the UN and other aid groups, who noted that Palestinians have regularly come under attack from Israeli forces while collecting aid."
AJ_PAL,Surge in anti-Semitic incidents in UK over past year: Charity,"More than 5,500 cases of abusive behaviour recorded since war broke out on October 7, the highest-ever yearly tally."
AJ_PAL,"Israel’s war on Gaza: List of key events, day 192",Iran launched hundreds of drones and missiles at Israel over the weekend in response to a suspected Israeli attack on Iran’s Syria consulate on April 1.
AJ_PAL,What is Egypt’s plan for the reconstruction of Gaza?,"Arab states have adoptedEgypt’s Gaza reconstruction plan, providing a potential path forward after Israel’s devastating war on the Palestinian enclave."
AJ_PAL,Harris skirts question on whether Israel’s Netanyahu is ‘close ally’ of US,"At least 1,100 people also have been killed in Lebanon since the Israeli military – which had been trading fire with Lebanese group Hezbollah across the Israel-Lebanon border for months – recentlyescalated its bombardmentof the country."
AJ_PAL,Israel says it targeted Hezbollah commander in Beirut attack,"Tuesday’s attack has been the first in the vicinity of Beirut since January, when an air raid killed top Hamas official Saleh al-Arouri."
AJ_PAL,Israeli forces kill dozens across Gaza as tanks advance deeper into Rafah,"Since then Israel has been relentlessly attacking the enclave, killing more than 41,000 Palestinians, according to the local health ministry, while displacing nearly the entire population of 2.3 million, causing a hunger crisis and leading to allegations of genocide at the World Court, which Israel has denied."
AJ_PAL,"As Israel attacks, displaced Lebanese people come together in Beirut","They’re not afraid, he says, because they have already been through so much."
AJ_PAL,UK to resume funding to UN agency for Palestinian refugees,"In January, Britain was one of several countries to halt funding to UNRWA followingaccusationsby Israel that some agency staff were involved in the October 7 attack in southern Israel led by Palestinian group Hamas."
AJ_PAL,Rebuilding Gaza: What it would take to win this uphill battle,"It has been 16 months since Israel’s war on Gaza began, and the enclave lies in ruins."
AJ_PAL,Trump says bombing of Yemen to stop as Oman confirms US-Houthi ceasefire,"It launched those attacks in October 2023 shortly after the war in Gaza started, saying the attacks were in support of Palestinians."
AJ_PAL,OIC says Israel ‘fully responsible’ for Hamas chief Haniyeh’s killing,"“And escalation has the potential to make every problem the region faces worse.”



Haniyeh, who was replaced by Hamas’s Gaza chiefYahya Sinwar, was leading ceasefire talks for the Palestinian group, but the US has not condemned his assassination."
AJ_PAL,"Amid Israel’s war on Gaza, cyclist Alaa al-Dali fights for a shot at glory","“After I left, I feared for my family back in Gaza, especially with the attack on Rafah and the border closure,” said Abu Asfour."
AJ_PAL,‘No equivalence’: Biden defends Israel after ICC requests arrest warrants,"The ICC prosecutor outlined specific charges against Netanyahu and Gallant, including “starvation of civilians as a method of warfare” and “extermination”, although he said his full investigation was ongoing."
AJ_PAL,"Is­rael’s war on Gaza: List of key events, day 171",Does Israel need to be forced by the US to end the war in Gaza?
AJ_PAL,Hamas confirms the killing of military commander Mohammed Deif,Israel said it killed Issa in March.
AJ_PAL,At least 42 Palestinians killed as Israel ramps up Gaza attacks,"The Israeli army said its forces operating in Beit Lahiya, Beit Hanoon and Jabalia since October 5 aimed to prevent Hamas fighters from regrouping and waging attacks from those areas."
AJ_PAL,"Israel threatens a second Nakba, yet denies the first ever happened","Abu Ghassan has already been uprooted five times since Israel’s war on Gaza began, following a Hamas-led attack on southern Israel on October 7, 2023."
AJ_PAL,"What is Project Esther, the playbook against pro-Palestine movement in US?","However, he added, “I’m going to be clear: It’s energising us to continue this fight.”
Follow Al Jazeera English:
Use precise geolocation data."
AJ_PAL,Trump administration to cut remaining US federal contracts with Harvard,"Several international students have been arrested and detained by the administration for their involvement in pro-Palestine activism, including a Turkish international student named Rumeysa Ozturk at Tufts University,who was arrestedon the street by federal agents for co-signing an op-ed calling for an end to the war."
AJ_PAL,Israeli attacks on central Gaza kill at least 16,"Gaza’s Health Ministry said on Sunday that more than 44,708 Palestinians have been killed and 106,050 injured in Israel’s war on Gaza since October of last year."
AJ_PAL,Divided Israel faces internal unrest amid escalating Gaza conflict,"Another open letter has come from within Israel’s universities and colleges, with its signatories doing a rare thing within Israel since the war began in October 2023:focusing on Palestinian suffering."
AJ_PAL,Israel’s top general resigns over ‘terrible’ October 7 attack failures,"Halevi’s resignation comes three days after a long-awaitedceasefire agreementtook effect, leading to a pause in the 15-month war in Gaza and the exchange of Israeli hostages for Palestinian prisoners held in Israeli jails."
AJ_PAL,UN observers wounded in explosion while on patrol in southern Lebanon,"The Israeli military and Lebanese group Hezbollah, an ally of Hamas, have been exchangingnear-daily fireacross the border since October when the currentconflict in Gazastarted."
AJ_PAL,Israel steps up Gaza attacks amid renewed ceasefire push,"At least 46,537 people have been killed in Israel’s war on Gaza since October 7, 2023, according to Palestinian health authorities."
AJ_PAL,Group behind Emmys defends nomination of Palestinian journalist Bisan Owda,"“We urge the international journalistic community to support Bisan and other media professionals, ensuring they can carry out their essential work without fear of being targeted, intimidated or killed,” Al Jazeera’s statement said."
AJ_PAL,"Gaza death toll passes 53,000 as Israel drives towards ‘conquest’","That added to the 143 reportedkilledthe previous day, and pushed the overall death toll in the Palestinian territory to more than 53,000 since Israel launched its onslaught in October 2023 after a Hamas attack that killed around 1,200 Israelis and saw 250 or so taken captive."
AJ_PAL,"Sailor injured, cargo ship ablaze after missile attack by Yemen’s Houthis","The Houthis, who are locked in a war with a Saudi-led coalition after removing Yemen’s internationally-recognised government from Sanaa in 2014, have beentargeting vessels with alleged Israeli linksin the Red Sea and Gulf of Aden since November 2023."
AJ_PAL,"Israel attacks Hezbollah targets, stoking escalation fears",Israeli forces and Hezbollah have been engaged in low-level hostilities along the Israel-Lebanon border since the start of the Israel-Hamas war on October 7.
AJ_PAL,Most Americans disapprove of Israel’s actions in Gaza: Poll,"Meanwhile, the Palestinian Health Ministry in Gazasaid on Wednesdaythat Israeli attacks on the territory over the past 24 hours had killed at least 76 Palestinians, raising the total to at least 32,490 Palestinians killed since Israel began its assault following Hamas’s October 7 attack that left 1,139 Israelis dead."
AJ_PAL,"Israel’s war on Gaza: List of key events, day 179","The Israeli military has withdrawn from its second devastating raid on Gaza’s largest hospital, al-Shifa, leaving it in ruins."
AJ_PAL,Why Biden’s White House iftar unravelled amid Gaza war,"Edward Ahmed Mitchell, the deputy director of the Council on American-Islamic Relations (CAIR), also said the event was nixed because so many people chose not to attend, including invitees who had initially agreed to go."
AJ_PAL,Will the UN ceasefire resolution stop Israel’s war on Gaza?,"While promising at least a pause in the war, the resolution has been criticised by some analysts for being more symbolic than substantial in its ability to bring an end to the war."
AJ_PAL,World reacts to Israel-Hamas Gaza ceasefire announcement,"At least 46,707 people in Gaza have been killed in Israel’s war on Gaza, according to Palestinian health authorities."
AJ_PAL,US Election 2024,"The protesters expressed anger and pain through their chants and posters over the war on Gaza, where Israel has killedmore than 40,000Palestinians in the past 10 months."
AJ_PAL,‘Great for Netanyahu’: Will Haniyeh killing help Israeli PM politically?,"Over the course of Israel’s devastating war on Gaza,friction has emerged between Israel’s political and security elites."
AJ_PAL,"As Israel attacked Gaza’s north, 26 members of his family were wiped out","Ibrahim Assalia, 46, a media lecturer originally from Gaza who has been living in the United Kingdom since 2006, was on the phone with his brother asthe attack on Jabalia, and his family, took place."
AJ_PAL,Are Lebanon’s Hezbollah and Israel about to go to war?,"“Hezbollah does not want a grey situation on the Lebanese border and they don’t want a situation where no agreement is reached … because that means Israel can continue to hit them and assassinate their fighters.”
Follow Al Jazeera English:
Use precise geolocation data."
AJ_PAL,Haniyeh killed by ‘short-range projectile’ fired from outside home: IRGC,"Since the war in Gaza began, the Tehran-backed group has been exchanging near-daily fire with Israeli forces, saying it is targeting military positions over the border."
AJ_PAL,"Israel launches ground offensive on Jabalia again, killing 17",Israel pounds the densely populated camp in northern Gaza as it launches its third ground offensive on Jabalia since the Gaza war began.
AJ_PAL,Gaza war: How Biden adopted call for ‘ceasefire’ without shifting policy,"“What the Biden administration is advocating for is a temporary pause in the fighting to last six weeks to get Israeli hostages out, to get the clock past the time when Ramadan is taking place, so that Israel can then resume its genocidal actions against Palestinians in the Gaza Strip,” Ruebner told Al Jazeera."
AJ_PAL,Israel’s Netanyahu slams release of Gaza’s al-Shifa Hospital chief,Abu Salmiya was not the only top medical practitioner arrested during the war in Gaza.
AJ_PAL,Paddy Cosgrave returns to Web Summit after resigning over Israel criticism,Cosgrave stepped down as head of the Lisbon-based conference in October after coming under fire over a social media post he wrote accusing Israel of committing war crimes in Gaza.
AJ_PAL,"What is Trident, the US floating pier off Gaza? Will it work?","Israel’s military has attacked aid workers’ convoys and premises in Gaza at least eight times since October, with Human Rights Watch saying none of the aid organisations were warned before the attacks."
AJ_PAL,Harvard’s $2.3bn gamble: What Trump demanded; how the university resisted,Charges of anti-Semitism have been levelled against numerous US universities and colleges since widespread campus protests were held against the war in Gaza.
AJ_PAL,Israeli forces raid foreign exchange shops in occupied West Bank; one dead,"The raids on foreign exchanges came as Israel continued its intensifiedmilitary campaign in Gaza, killing more than 54,000 Palestinians since the war began on October 7, 2023, as tens of thousands of people starve in the besieged enclave."
AJ_PAL,Israeli attacks kill at least 80 in Gaza after ceasefire deal announced,"Israeli forces have killed at least 82 people in Gaza, medical sources told Al Jazeera, including at least 30 people in Gaza City in the hours since Hamas and Israel announced they had reached aceasefire agreement."
AJ_PAL,"Biden considers $18bn arms transfer to Israel, including F-15 jets: Report",Israel is seeking to beef up its already formidable fleet of warplanes not just for its continuing fight against Hamas but to ward off any further threat from the Tehran-backed Lebanesearmed group Hezbollahon its northern border as well as from regional rival Iran.
AJ_PAL,"More than 800 lawyers, judges call for UK sanctions on Israel over Gaza war",The letter also called on the UK to confirm it would adhere to its obligation to execute arrest warrants issued by the International Criminal Court (ICC) in relation to Israel’s actions in Gaza.
AJ_PAL,"ICJ rules Israel must stop Rafah operation, what’s next?",Both hearings aimed to secure an end to Israel’s devastating war on Gaza.
AJ_PAL,"Israel’s war on Gaza: List of key events, day 173",Israeli military say its forces are continuing their siege of al-Shifa Hospital where they have claimed to have killed a number of fighters.
AJ_PAL,Palestinian dies an hour after Israel arrests him from occupied West Bank,"On Monday, the Palestine Red Crescent Society said another man was hit in the chest by gunfire in Qabatiya near Jenin."
AJ_PAL,‘Unimaginable consequences’: World reacts to Israel’s strikes on Lebanon,"The US, which has sent Israelbillions of dollars in weaponssince the Gaza war broke out while also pushing a strained Israel-Hezbollah mediation drive, still held out hope that two parties could step back from the brink of war."
AJ_PAL,"Israeli attack on Gaza hospital tent camp kills four, ignites fire",Israeli forces have regularly attacked medical facilities in Gaza since the assault began more than a year ago.
AJ_PAL,"Drone attack on Israel’s Tel Aviv leaves one dead, at least 10 injured",Israel’s military says it is investigating the attack and why the country’s defences failed to intercept the ‘aerial target’.
AJ_PAL,Palestinians ‘starving to death’ in northern Gaza due to Israeli siege,The United Nations says Israel has blocked the entry of 83 percent of food aid into the Strip since the war began.
AJ_PAL,US court says student activist Rumeysa Ozturk must be sent to Vermont,"“Faced with such a conflict between the government’s unspecific financial and administrative concerns on the one hand, and the risk of substantial constitutional harm to Ozturk on the other, we have little difficulty concluding ‘that the balance of hardships tips decidedly’ in her favor,” the court wrote."
AJ_PAL,"Who is Steve Witkoff, Trump’s man at the Israel-Hamas ceasefire talks?","“I think the reality is that this was a deal that everyone knew had to happen and the only thing that the Israelis could really control was the timing of when this deal could happen and they manoeuvred in such a way around the timelines of American politics to deliver a political victory for Trump — first in the election, by keeping the war going, and then on his inauguration day.”
What remains to be seen, Munayyer added, is what the Trump administration had promised Israel in return."
AJ_PAL,"Hospitals in south Gaza will run out of fuel in three days, WHO warns","The situation of Gaza’s sick and wounded is “very difficult” and has been this way since the start of the Israeli assault due to a severe lack of medical supplies, al-Daghran said."
AJ_PAL,Hamas says deal reached with Israel to release more than 600 Palestinians,"Witkoff, who is expected in the region in the coming days, has said he wants the sides to move into negotiations on the second phase, during which all remaining captives held by Hamas are to be released and an end to the war is to be negotiated."
AJ_PAL,Why was Israel forced to change its song entry for Eurovision?,"In February, the European Broadcasting Union (EBU), the organisers of the contest, rejected Israel’s entry, a song called October Rain, on the grounds that it referenced the victims of the October 7 Hamas attacks on southern Israel and was, therefore, too political."
AJ_PAL,Hamas and Israel carry out fifth prisoner swap under Gaza ceasefire deal,"“This has become a symbolic place for family members of captives …  and for the greater Israeli public, who have been campaigning for their release and trying to put pressure on [Prime Minister] Benjamin Netanyahu … to adhere to this deal.”
Overnight, the Israeli military is reported to have carried out raids across the West Bank on the family homes of some of the Palestinians set for release."
AJ_PAL,"Qatar, US say Gaza ceasefire talks to resume in Doha","Since killing Sinwar last week, Israel has pressed on withintensive operations in besieged northern Gaza, in what Palestinians and UN agencies fear could be an attempt to seal off the north from the rest of the enclave."
AJ_PAL,Battles rage in north Gaza as Palestinian fighters ambush Israeli troops,"At least 668 Israeli soldiers have been killed since October 7, 2023, including more than 300 since the ground invasion of Gaza began."
AJ_PAL,"Yemen’s Hodeidah port, an economic lifeline now threatened by Israel","“The reason the US and the UK haven’t attacked the infrastructure in Hodeidah port before is because they understand the economic and humanitarian importance of the smooth operation of the port,” Brumfield said."
AJ_PAL,Macron threatens sanctions on Israelis over ‘untenable’ Gaza aid crisis,"Hamas has said the proposal is “still under discussion”, but in its current form would only result in “the continuation ofkilling and famine” in Gaza."
AJ_PAL,"Israel expands West Bank offensive, says troops to remain ‘for next year’","Israel has killed more than 800 Palestinians in the West Bank since the war in Gaza erupted on October 7, 2023."
AJ_PAL,How much will a presidential election reveal about Iran’s future?,"This class was relied upon to lead post-war reconstruction, resurrect the collapsed economy and incentivise industrial production."
AJ_PAL,Former Netanyahu rival Gideon Saar joins Israeli cabinet,"Saar had been one of Netanyahu’s most vocal critics in recent years, but the Israeli prime minister suggested that the two politicians have been on the same page since the start of the war on Gaza."
AJ_PAL,Pelosi joins US Democrats call for Biden to halt arms transfer to Israel,“Over 200 aid workers have been killed since the start of the war.
AJ_PAL,"In Italy, a Palestinian lawyer who fled Gaza builds Israel genocide case","And that’s positive because, hopefully this time, it’ll lead to a change.”
The Italian government supports Israel and has sent it arms but in recent months has condemned the scale of attacks against Palestinian civilians."
AJ_PAL,Hamas releases remains of captive Shiri Bibas after ‘mix-up of bodies’,"Basem Naim, a member of the Hamas political bureau, said “unfortunate mistakes” could occur, especially as Israeli bombing had mixed the bodies of Israeli captives and Palestinians, thousands of whom were still buried under the rubble due to relentless Israeli bombardments."
AJ_PAL,‘Lawfare’ on Israel’s war on Gaza reaches Germany. Will the case succeed?,"Almost 30,000 Palestinians have been killed by Israel since October 7, in a campaign that followed an attack in southern Israel which killed 1,139 people by Hamas, the group that governs Gaza."
AJ_PAL,Slovenia’s ‘moral duty’: What’s behind its push to recognise Palestine?,"“I sincerely hope this terrible war in Gaza will serve to deepen our sense of humanity regardless of in which part of the world we live in,” said Tomic."
AJ_PAL,US judge rejects Trump team’s bid to move Mahmoud Khalil case to Louisiana,"The Trump administration said it has revoked the visas of hundreds of foreign students it says took part in demonstrations that swept college campuses across the US, protesting against the government’s military support for Israel’s war on Gaza."
AJ_PAL,Israeli military says it hit Hezbollah site in central Lebanon,“We tell them to make the decision because we don’t want anyone to say our front is tired … we will continue fighting until needed”.
AJ_PAL,Israeli strikes kill 35 in one day as Gaza hospitals warn of collapse,"Since October, Israel’s attacks have killed more than 40,100 Palestinians in Gaza, according to heath authorities in the Strip."
AJ_PAL,"Children, a doctor: Here are some of the people Israel killed in Gaza","Jabalia and its refugee camp have been subjected to some of the most destructive Israeli attacks since the start of the war on Gaza on October 7, 2023."
AJ_PAL,How has the UNSC voted since the beginning of Israel’s war on Gaza?,"Here’s how UNSC member states have voted on the 14 resolutions proposed since Israel launched its war on Gaza on October 7, 2023:

Follow Al Jazeera English:
Use precise geolocation data."
AJ_PAL,Qatar committed to Israel-Hamas honest mediator role: Diplomatic sources,"The diplomatic sources said Qatari mediation disturbed certain parties which have worked to criticise and attack it, to pressure it to transform from an honest mediator to a tool for exerting pressure on a party, something that Qatar has not done in the past, successful mediations, both international and regional, including the Palestinian file."
AJ_PAL,"‘Endless’ wars: What Israel’s political drama means for Gaza, Lebanon","Since then, Israel’s genocide in Gaza has killed at least 43,391 Palestinians."
AJ_PAL,The West is giving Israel weapons while discussing delivering aid to Gaza,"Since the war began, the volume of weapons entering Israel has increased as huge volumes of ordinance are used to flatten areas of Gaza as well as kill, maim and displace its civilian population."
AJ_PAL,"Palestinian man, 2 Israeli soldiers killed in West Bank attack","“Since the ceasefire was implemented in Gaza, there has been an escalation of extreme violence occurring across the West Bank, particularly in Jenin, Tulkarem and Tubas."
AJ_PAL,Israel’s Netanyahu decries ‘absurd’ charges at corruption trial appearance,He attacked the Israeli media for what he called its leftist stance and accused journalists of having hounded him for years because his policies did not align with a push for a Palestinian state.
AJ_PAL,Israel blows up Gaza’s only specialised cancer hospital in massive blast,"Friday’s explosion flattened central Gaza’sTurkish-Palestinian Friendship Hospital, which had already been severely damaged by Israeli air strikes since October 2023."
AJ_PAL,"Israel’s war on Gaza: List of key events, day 178","Israeli air strike near Al-Aqsa Hospital killed at least two Palestinians and injured others
Here’s how things stand on Monday,April 1, 2024:

Follow Al Jazeera English:
Use precise geolocation data."
AJ_PAL,"UN says 800,000 people have fled Rafah as Israel kills dozens in Gaza","“Since the war in Gaza began, Palestinians have been forced to flee multiple times in search of safety that they have never found, including in UNRWA shelters,” Lazzarini said."
AJ_PAL,Nagasaki defends decision not to invite Israel to atomic bomb memorial,"At least 39,677 people have been killed since Israel went to war in Gaza after Hamas, the group that controls the territory, launched a surprise attack on Israel that killed more than 1,000 people."
AJ_PAL,Netanyahu nominates new Israeli spy chief despite court order,"The appointment of the head of the Shin Bet must be made only after a High Court decision,” Gantz wrote on X.
Democrats chief Yair Golan wrote that the prime minister had “launched an attack on the rule of law” and suggested that “democratic Israel poses a huge challenge to him.”
Follow Al Jazeera English:
Use precise geolocation data."
AJ_PAL,Netanyahu opposed to Israeli military ‘tactical pauses’ for Gaza aid,"Although opinion polls suggest most Israelis support the government’s aim of destroying Hamas, there have been widespread protests attacking the government for not doing more to bring home around 120 captives who have been held by Hamas in Gaza since October 7."
AJ_PAL,US fails to act on 500 cases where its weapons harmed Gaza civilians,"Gaza’s Ministry of Health says the majority of the 43,163 people killed since October 7 last year have been women and children."
AJ_PAL,How US politicians responded to Trump’s proposal for US to ‘own’ Gaza,We were promised no more endless wars.
AJ_PAL,Biden is a ‘lame duck’ president – but can he still put pressure on Israel?,"After Republicans won the White House and control of the US Senate and will likely win the House of Representatives as well, more critics of US policy towards Israel may belatedly find the courage to speak out."
AJ_PAL,UN expert accuses Israel of ‘genocide’ in Gaza,"Albanese noted that Israel has killed more than 30,000 Palestinians in Gaza since October 7."
AJ_PAL,White House warned of risk of Israeli war crimes days after Oct 7: Report,"Since the war began, the US has sent Israel a large number of munitions, including thousands of precision-guided missiles and 2,000-pound (900kg) bombs, Reuters added, citing several US officials."
AJ_PAL,"In brief Easter appearance at Vatican, Pope Francis urges Gaza ceasefire","The 88-year-old pontiff,still recoveringfrom a near-fatal bout of double pneumonia, appeared on the balcony of St Peter’s Basilica on Sunday as an aide read out his “Urbi et Orbi” – Latin for “to the city and the world” – benediction, in which the pope condemned the “deplorable humanitarian situation” caused by Israel’s18-month waron the Palestinian territory."
AJ_PAL,What bombs did Israel use against the al-Mawasi ‘safe zone’ in Gaza?,"Before Tuesday’s attack, al-Mawasi had been struck four times but people stayed on because there was nowhere else to go."
AJ_PAL,Israeli-Palestinian film No Other Land wins Oscar for best documentary,"“About two months ago, I became a father, and my hope to my daughter that she will not have to live the same life I’m living now, always fearing settlers, violence, home demolitions and forcible displacements that my community is living and tasting every day under Israeli occupation,” said Adra."
AJ_PAL,Muslim charities face discrimination as Palestinians are desperate for aid,“I don’t think it’s conflict with US law because everything is legal.
AJ_PAL,Analysis: Israel and the forever war,"Arab states have been increasingly vocal about the immorality of the war on Gaza, and the dangers to regional stability."
AJ_PAL,UN chief says Gaza entering ‘cruellest phase’ of war as Palestinians starve,"Meanwhile, Israeli attacks have killed at least 76 Palestinians across Gaza since Friday."
AJ_PAL,"Saudi Arabia’s MBS demands immediate end to Israel’s war in Gaza, Lebanon","Since then, Israel has killed more than 43,600 Palestinians in Gaza, most of them civilians."
AJ_PAL,UK students call on university to suspend rabbi who served in Israeli army,They requested anonymity because university officials have warned academics against speaking to the press about the Jewish chaplain.
AJ_PAL,Iran says missiles fired at Israel in response to assassinations,"“We’ve heard over the last 20 since minutes Iran’s unprecedented attack on Israel, nonstop gunfire and fireworks being set off across the capital,” Jabbari said."
AJ_PAL,Thousands of Gaza’s children face imminent death under Israeli siege: UN,"At least 53,573 Palestinians have been killed and 121,688 wounded since the start of the war, according to Gaza’s Ministry of Health."
AJ_PAL,Trump warns Yemen’s Houthis will be ‘completely annihilated’,"Since 2023, the Houthis have been targeting ships in and around the Red Sea and launching missiles at Israel in an effort, they say, to pressure the Israeli government to end thewar on Gaza."
AJ_PAL,UN aid chief warns of ‘gravest crimes’ committed in Israel’s war on Gaza,"The United Nations’s humanitarian aid chief told a meeting of the Security Council (UNSC) that “acts reminiscent of the gravest international crimes” are being committed in Gaza where Israel’s military continues to bombard, besiege andprevent aidfrom reaching the civilian population."
AJ_PAL,"As Trump meets Netanyahu, protesters chant: ‘Palestine is not for sale’","Israel’s US-backed offensive in Gaza has killed nearly62,000 Palestinians, which includes thousands of missing people who are presumed dead, since October 2023."
AJ_PAL,"Israel expands ground assault on Gaza, seeks to seize ‘extensive territory’","Israel responded by resuming its bombardment of Gaza and has killed more than 1,000 Palestinians, mostly women and children, since March 18."
AJ_PAL,Are US campus protests against Israel’s war on Gaza going global?,"But the protests are not limited to the US, as students worldwide have been demonstrating in support of Gaza since the outbreak of the war onOctober 7."
AJ_PAL,‘My baby girl was born on the street’: A traumatic birth in Gaza,"Alaa and her family – her husband, Abdullah, 36, and their sons, Mohanned, seven, and Yamen, five – have been on the move almost since Israel’s war on Gaza began in October."
AJ_PAL,"Generation gap: What student protests say about US politics, Israel support","Multiple polls suggest that a majority of US respondents back apermanent ceasefirein the besieged Palestinian enclave, where Israel has killed more than 34,000 Palestinians since the conflict broke out on October 7."
AJ_PAL,"Large food convoy violently looted in Gaza, UNRWA says","In the north – namely in Jabalia, Beit Hanoon, and Beit Lahia – virtually no food has been allowed to enter for more than a month, ever since Israeli forces renewed a ground assault in the area, which has been completely cut off from the rest of the Gaza Strip."
AJ_PAL,What’s behind Norway’s recognition of Palestinian statehood?,"Jorgen Jensehaugen, a senior researcher at the Peace Research Institute Oslo, said the prime minister has implied that he believes that since there is no peace process, waiting for one to start as the war rages on “is no longer a viable alternative”."
AJ_PAL,Israeli football fans clash with protesters in Amsterdam,"“They began attacking houses of people in Amsterdam with Palestinian flags, so that’s actually where the violence started,” Councilman Jazie Veldhuyzen told Al Jazeera on Friday."
AJ_PAL,"As Israeli tanks roll into Jenin, Palestinians prepare for lengthy invasion","Since thewar in Gazabegan in October 2023, Israel has increased the deadly force it uses in the West Bank, using helicopters, drones and now tanks."
AJ_PAL,"FM Wang Yi insists China ‘force for peace’, defends Russian ties","At least 30,717 Palestinians have been killed in the bombardments since amid a collapse in the health system and a growing risk ofstarvation."
